"gla","eng","see-also","gla-keywords","eng-keywords","gla-metaphone","eng-metaphone"
"suilbh","cheer, hospitality, geniality: <i>*su-lubi-</i>, root <i>lubh</i>, please, love, Latin <i>libet</i>, English <i>love</i>. It influences the meaning of <b>suilbhir</b>, originally ""eloquent"".","","suilbh","cheer, eloqu, english, genial, hospit, influenc, it, latin, libet, love, lubh, mean, of, origin, pleas, root, su-lubi-, suilbhir","SLP","AF, ALK, ANFLNK, ANKLX, ANLX, ARJN, ARKN, AT, HSPT, JNL, KNL, LF, LP, LPT, LTN, MN, PLS, RT, SLP, SLPR, XR"
"suilbhir","cheerful, so Irish, Middle Irish <i>suilbir</i>, Old Irish <i>sulbir</i>, eloquence, Early Welsh <i>helabar</i>, now <i>hylafar</i>, eloquence: from <i>su-</i> or so- and labhair, speak: ""easy-spoken"".","","suilbhir","cheer, earli, easy-spoken, eloqu, from, helabar, hylafar, irish, labhair, middl, now, old, or, so, so-, speak, su-, suilbir, sulbir, welsh","SLPR","ALK, ALT, ALX, AR, ARL, ARX, ASSPKN, FLX, FRM, HLFR, HLPR, LPR, MTL, N, NF, S, SLPR, SPK, XR"
"suim","a sum, Irish <i>suim</i>, Welsh <i>sum</i>, Middle English <i>summe</i>; from Latin <i>summa</i>, sum, chief.","","suim","chief, english, from, irish, latin, middl, suim, sum, summ, summa, welsh","SM","ALX, ANKLX, ANLX, ARX, FLX, FRM, LTN, MTL, SM, XF"
"suim","attention, respect, Irish suim; a metaphoric use of suim, sum (Dr Cameron).","","suim","attent, cameron, dr, irish, metaphor, of, respect, suim, sum, use","SM","AF, ARX, AS, ATNT, KMRN, MTFR, RSPKT, SM, TR"
"suipeir","a supper, Irish <i>suipéir</i>; from the English","","suipeir","english, from, irish, suipéir, supper","SPR","ANKLX, ANLX, ARX, FRM, SPR"
"suire","a maid, nymph, Irish <i>súire</i> ( O'Cl.), a siren (<i>suire</i>, O'Br., Lh., etc., mermaids); from Latin <i>siren</i>, with leaning on <i>suirghe</i>, courtship? Teh word is doubtful Gaelic; H.S.D. finds only an Ossian Ballad to quote.","","suir","ballad, courtship, doubt, etc, find, from, gaelic, hsd, irish, latin, lean, lh, maid, mermaid, nymph, o'br, o'cl, on, onli, ossian, quot, siren, suir, suirgh, súire, teh, to, with, word","SR","A0, AAKL, AAPR, AN, ANL, ART, ARX, ASN, ATK, FNT, FRM, FRT, FT, KLK, KRTXP, KT, L, LN, LTN, MRMT, MT, NMF, PLT, SR, SRK, SRN, ST, T, TPT"
"suiridhe","a courting, <b>suiridheach</b> (better <b>suirtheach</b> or <b>suireach</b>, M`A.), a wooer, so Irish, also <i>surighim</i>, I woo, Middle Irish <i>suirge</i>, wooing, <i>suirgech</i>, procus: <i>*su-reg-</i>, root <i>reg</i>, direct, etc.?","","suiridh","also, better, court, direct, etc, irish, m`a, middl, or, procus, reg, root, so, su-reg-, suireach, suirg, suirgech, suiridheach, suirtheach, surighim, woo, wooer","SRT","A, ALS, AR, ARX, ATK, F, FR, KRT, MM, MTL, PRKS, PTR, RK, RT, S, SR0X, SRJX, SRK, SRKK, SRM, SRTK, SRTX, SRX, TRKT"
"sùist","a flail, Irish <i>suist(e)</i>, Middle Irish <i>sust</i>, <i>suiste</i>, Welsh <i>ffust</i>, Norse <i>thust</i>, <i>sust</i>, flail; from Latin <i>fustis</i>, club.","","suist, sùist","club, ffust, flail, from, fusti, irish, latin, middl, nors, suist, sust, thust, welsh","SST","0ST, ALX, ARX, FLL, FLX, FRM, FST, KLP, LTN, MTL, NRS, SST, TST"
"sùith","soot, Irish <i>súithche</i>, Middle Irish <i>suithe</i>, Old Irish <i>suidi</i>, fuligine, Welsh <i>huddugl</i> (cf. <i>hudd</i>, dark), Breton <i>huzel</i> (French <i>suie</i>): <i>*sodio-</i>, root <i>sed</i>, sit, settle; English <i>soot</i>, Anglo-Saxon <i>sót</i>, Norse <i>sót</i>. Doubtful. <!-- page 353 -->","","suith, sùith","353, anglo-saxon, breton, cf, dark, doubt, english, french, fuligin, hudd, huddugl, huzel, irish, middl, nors, old, page, root, sed, settl, sit, sodio-, soot, suidi, suie, suith, sót, súithch, welsh","S0, ST","ALT, ALX, ANKLSKSN, ANKLX, ANLX, ARX, FLJN, FLKN, FLX, FRNK, FRNX, HSL, HT, HTKL, KF, MTL, NRS, PJ, PK, PRTN, RT, S, S0, S0X, ST, STK, STL, TPT, TRK"
"sùlair","the gannet; from Norse <i>súla</i>, <i>súlan</i>, the gannet, whence English <i>solan-goose</i>.","","sulair, sùlair","english, from, gannet, nors, solan-goos, súla, súlan, whenc","SLR","ANK, ANKLX, ANLX, FRM, KNT, NRS, SL, SLN, SLNNKS"
"sulchar","cheerful, affable; side-form of suilbhir?","","sulchar","affabl, cheer, of, side-form, suilbhir","SLKR, SLXR","AF, AFPL, SLPR, STFRM, XR"
"sult","fat, fatness, joy, Irish <i>sult</i>, Early Irish <i>sult</i>: <i>*sultu-</i>, root <i>svel</i>; Anglo-Saxon <i>swellan</i>, English <i>swell</i>; Latin <i>salum</i>, sea; Greek @G<i>sálos</i>, tossing.","","sult","anglo-saxon, earli, english, fat, greek, irish, joy, latin, root, salum, sea, sult, sultu-, svel, swell, swellan, sálos, toss","SLT","A, ANKLSKSN, ANKLX, ANLX, ARL, ARX, FT, J, KRK, LTN, RT, S, SFL, SL, SLM, SLN, SLS, SLT, TS, XL, XLN"
"sumag","cloth below a pack-saddle; ultimately from Late Latin <i>sauma</i>, pack-saddle, whence French <i>sommier</i>, mattress, English <i>sumpter</i>.","","sumag","below, cloth, english, french, from, late, latin, mattress, pack-saddl, sauma, sommier, sumpter, ultim, whenc","SMK","ALTM, ANK, ANKLX, ANLX, FRM, FRNK, FRNX, KL0, KLT, LT, LTN, MTRS, PKKTL, PL, PLF, SM, SMPTR, SMR"
"sumaich","give the due number (as of cattle for pasture); from Scottish <i>soum</i>.","","sumaich","as, cattl, due, for, from, give, number, of, pastur, scottish, soum","SMK, SMX","AF, AS, FR, FRM, JF, KF, KTL, NMPR, PSTR, SKTX, SM, T"
"sumaid","a billow, Irish <i>sumaid</i> ( O'R. and M`L., <b>sùmaid</b>); seemingly from English <i>summit</i>. The Gaelic also means ""external senses"" (H.S.D.).","","sumaid","also, billow, english, extern, from, gaelic, hsd, irish, m`l, mean, o'r, seem, sens, sumaid, summit, sùmaid","SMT","AAR, AKSTRN, ALS, ANKLX, ANLX, ARX, FRM, KLK, MML, MN, PL, PLF, SM, SMT, SNS, ST"
"sumain","summon, a summons; from the English","","sumain","english, from, summon","SMN","ANKLX, ANLX, FRM, SMN"
"sumainn","a surge, billow; See sumaid.","","sumainn","billow, see, sumaid, surg","SMN","PL, PLF, S, SMT, SRK"
"sumair","the drone of a bagpipe:","","sumair","bagpip, drone, of","SMR","AF, PKPP, TRN"
"sùmhail","close-packed, tidy; opposite of dòmhail, q.v.","","sumhail, sùmhail","close-pack, dòmhail, of, opposit, qv, tidi","SML","AF, APST, KF, KLSPK, TML, TT"
"sunais","lovage - a plant, Irish <i>sunais</i>; also <b>siunas</b>:","","sunai","also, irish, lovag, plant, siuna, sunai","SN","ALS, ARX, LFK, PLNT, SN"
"sunnd, sunnt","good humour, cheerfulness, Irish <i>sonntach</i>, merry ( O'Cl., O'Br.), <i>sonnda</i>, bold, <i>súntaidh</i>, active, Early Irish <i>suntich</i>, ( O'Cl., O'Br.), <i>sonnda</i>, bold, <i>súntaidh</i>, active, Early Irish <i>suntich</i>, spirited: <i>*sondeto-</i>, English <i>sound</i>?","","sunnd, sunnt","activ, bold, cheer, earli, english, good, humour, irish, merri, o'br, o'cl, sondeto-, sonnda, sonntach, sound, spirit, suntich, súntaidh","SNT","AAKL, AAPR, AKTF, ANKLX, ANLX, ARL, ARX, HMR, KT, MR, PLT, SNT, SNTK, SNTT, SNTX, SPRT, XR"
"sunnag","an easy-chair of twisted straw:","","sunnag","easy-chair, of, straw, twist","SNK","AF, ASKR, ASXR, STR, STRF, TST"
"supail","supple (M`A.); from the English","","supail","english, from, m`a, suppl","SPL","ANKLX, ANLX, FRM, MM, SPL"
"sùrd","alacrity, cheerfulness; cf. Welsh <i>chwardd</i>, laughter, Cornish <i>wherzin</i>, ridere; root <i>sver</i>, sing, speak; English <i>swear</i>, Latin <i>susurrus</i>, whisper, etc. Middle Irish <i>sord</i>, bright (<i>*surdo-</i>), is referred by Stokes to the same origin as Latin <i>serenus</i>.","","surd, sùrd","alacr, as, bright, by, cf, cheer, chwardd, cornish, english, etc, irish, latin, laughter, middl, origin, refer, rider, root, same, serenus, sing, sord, speak, stoke, surdo-, susurrus, sver, swear, to, welsh, wherzin, whisper","SRT","ALKR, ALX, ANKLX, ANLX, ARJN, ARKN, ARSN, ARTSN, ARX, AS, ASPR, ATK, FLX, KF, KRNX, KRT, LFTR, LTN, MTL, P, PRT, RFR, RT, RTR, SFR, SM, SNK, SPK, SR, SRNS, SRT, SSRS, STK, T, XR"
"surrag","vent of a kiln; cf. sòrn.","","surrag","cf, kiln, of, sòrn, vent","SRK","AF, FNT, KF, KLN, SRN"
"surram-suain","a sound sleep; <i>surram</i>, snoring noise as of one asleep:","","suain, surram, surram-suain","as, asleep, nois, of, one, sleep, snore, sound, surram","SN, SRM, SRMMSN","AF, AN, AS, ASLP, N, NS, SLP, SNR, SNT, SRM, XLP, XNR"
"susbaint","substance, Irish <i>substaint</i>; from Latin <i>substantia</i>.","","susbaint","from, irish, latin, substaint, substanc, substantia","SSPNT","ARX, FRM, LTN, SPSTNK, SPSTNT, SPSTNX"
"sùsdal","a bustling, pother, affected shyness:","","susdal, sùsdal","affect, bustl, pother, shyness","SSTL","AFKT, P0R, PSTL, PTR, XNS"
"suth","anything (Dial.), Irish, Early Irish <i>suth</i>, weather; root <i>su</i>, produce, Early Irish <i>suth</i>, milk; Greek @G<i>u@`/ei</i>, it rains; as in sùgh, q.v. Further allied is root <i>su</i>, beget, Old Irish <i>suth</i>, offspring, English <i>sun</i>.","","suth","alli, anyth, as, beget, dial, earli, english, further, greek, in, irish, it, milk, offspr, old, produc, qv, rain, root, su, sun, suth, sùgh, u`ei, weather","S0, ST","A0R, AA, AFSPR, AL, ALT, AN, AN0, ANKLX, ANLX, ANT, ARL, ARX, AS, AT, FR0R, FRTR, FTR, KF, KRK, MLK, PKT, PRTK, RN, RT, S, S0, SN, ST, TL"
"suthainn"," eternal, Irish <i>suthain</i>, Old Irish <i>suthain</i>, <i>suthin</i>; from <i>su</i>, so- and tan, time, q.v.; <i>sú-tan-ìs</i> (Stokes <i>see</i>). <h2>T</h2> ","","suthainn","etern, from, irish, old, qv, see, so-, stoke, su, suthain, suthin, sú-tan-ì, tan, time","S0N, STN","ALT, ARX, ATRN, FRM, KF, S, S0N, STK, STN, STNN, TM, TN"
"ta, tha","is, Irish <i>tá</i>, Early Irish <i>tá</i>, is, <i>táim</i>, I am, Old Irish <i>táu</i>, <i>tó</i>, sum, <i>tá</i>, <i>táa</i>, est, especially <i>attáa</i> (at the beginning of a sentence), est (= <i>ad-tât</i>, Latin <i>adsto</i>) and <i>itá</i>, <i>itáa</i>, ""in which is"": <i>*tâjô</i>, <i>*tâjet</i>, root <i>stâ</i>, stand; Latin <i>stô</i>, <i>stat</i>, stand, French <i>été</i>, having been; Church Slavonic <i>stoja@?</i>, I stand; further English <i>stand</i>, Greek @G<i>i@`/stcmi</i> (for @G<i>sí-sta@-mi</i>), set, Latin <i>sisto</i>. See seas further. <!-- page 354 -->","","ta, tha","354, ad-tât, adsto, am, at, attáa, been, begin, church, earli, english, especi, est, for, french, further, greek, have, i`stcmi, in, irish, is, itá, itáa, latin, of, old, page, root, sea, see, sentenc, set, sisto, slavon, stand, stat, stoja, stâ, stô, sum, sí-sta-mi, tá, táa, táim, táu, tâjet, tâjô, tó, which, été","0, T","AASTKM, AF, AK, ALT, AM, AN, ANKLX, ANLX, ARL, ARX, AS, ASPS, AST, AT, ATST, ATTTT, AX, FR, FR0R, FRNK, FRNX, FRTR, HF, KRK, LTN, PJ, PJN, PK, PKN, PN, RT, S, SLFN, SM, SNTNK, SST, SSTM, ST, STH, STJ, STNT, STT, T, TH, TJ, TJT, TM, XLFN, XRK, XRX"
"tabaid","fight, brawl; Breton has <i>tabut</i> of like force; See sabaid. Cf. Scottish <i>debate</i>.","","tabaid","brawl, breton, cf, debat, fight, forc, has, like, of, sabaid, scottish, see, tabut","TPT","AF, FRK, FT, HS, KF, LK, PRL, PRTN, S, SKTX, SPT, TPT"
"tàbar","a tabor, Irish <i>tabár</i>; from the English","","tabar, tàbar","english, from, irish, tabor, tabár","TPR","ANKLX, ANLX, ARX, FRM, TPR"
"tabh","the sea, ocean; from Norse <i>haf</i>, Swed. <i>haf</i>, Danish <i>hav</i>, the open sea, Anglo-Saxon <i>haef</i>. From Norse also comes the Scottish (Shet.) <i>haaf</i>, open sea.","","tabh","also, anglo-saxon, come, danish, from, haaf, haef, haf, hav, nors, ocean, open, scottish, sea, shet, swed","TP","ALS, ANKLSKSN, APN, ASN, FRM, HF, KM, NRS, S, SKTX, ST, TNX, XT"
"tàbh","a spoon-net; from Norse <i>háfr</i>, a pock-net.","","tabh, tàbh","from, háfr, nors, pock-net, spoon-net","TP","FRM, HFR, NRS, PKKT, SPNNNT"
"tabhach","a sudden eruption, a forcing, a pull, Irish <i>tabhach</i>, sudden eruption, compulsion, <i>tobhachaim</i>, I compel, Early Irish <i>tobach</i>, levying, distraint, from <i>dobongaim</i>: for root See buain.","","tabhach","buain, compel, compuls, distraint, dobongaim, earli, erupt, for, forc, from, irish, levi, pull, root, see, sudden, tabhach, tobach, tobhachaim","TPK","ARL, ARPT, ARX, FR, FRK, FRM, KMPL, KMPLS, LF, PL, PN, RT, S, STN, TPK, TPKM, TPNKM, TSTRNT"
"tàbhachd","substantiality, effectiveness, Irish <i>tábhachd</i>, Middle Irish <i>tabhuchta</i> (Meyer):","","tabhachd, tàbhachd","effect, irish, meyer, middl, substanti, tabhuchta, tábhachd","TPKT","AFKT, ARX, MR, MTL, SPSTNT, TPKT"
"tabhair","give, so Irish, Early Irish <i>tabraim</i>, Old Irish <i>tabur</i>, do, post-particle form of <i>dobiur</i>, now Gaelic bheir, q.v.: inf. <b>tabhairt</b>, so Irish See thoir.","","tabhair","bheir, do, dobiur, earli, form, gaelic, give, inf, irish, now, of, old, post-particl, qv, see, so, tabhairt, tabraim, tabur, thoir","TPR","0R, AF, ALT, ANF, ARL, ARX, FRM, JF, KF, KLK, N, NF, PR, PSTTPRTKL, S, T, TPR, TPRM, TPRT, TR"
"tabhal","a sling, Irish <i>tabhall</i>, Early Irish <i>taball</i>, Welsh <i>rafl</i>, a cast, <i>taflu</i>, jacere, Cornish <i>toula</i>, Breton <i>taol</i>, a cast, blow: <i>*taballo-</i>, root <i>tab</i>, to fire, sling; cf. English <i>stab</i>.","","tabhal","blow, breton, cast, cf, cornish, earli, english, fire, irish, jacer, rafl, root, sling, stab, tab, tabal, taballo-, tabhal, taflu, taol, to, toula, welsh","TPL","ALX, ANKLX, ANLX, ARL, ARX, ASR, FLX, FR, JSR, KF, KRNX, KST, PL, PLF, PRTN, RFL, RT, SLNK, STP, T, TFL, TL, TP, TPL, XLNK"
"tàbhairn","an inn, tavern, Irish <i>tabhairne</i>; from Latin <i>taberna</i>, English <i>tavern</i>.","","tabhairn, tàbhairn","english, from, inn, irish, latin, taberna, tabhairn, tavern","TPRN","AN, ANKLX, ANLX, ARX, FRM, LTN, TFRN, TPRN"
"tàbharnach","noisy (Suth.):","","tabharnach, tàbharnach","noisi, suth","TPRNK","NS, S0, ST"
"tabhann","barking, Irish <i>tathfan</i>: <i>*to-sven-</i>, root <i>sven</i>, sound ( See seinn).","","tabhann","bark, irish, root, see, seinn, sound, sven, tathfan, to-sven-","TPN","ARX, PRK, RT, S, SFN, SN, SNT, T0FN, TSFNN, TTFN"
"tàbhastal","tedious nonsense:","","tabhast, tàbhastal","nonsens, tedious","TPST, TPSTL","NNSNS, TTS"
"tac","a lease, tack; from Scottish <i>tack</i>.","","tac","from, leas, scottish, tack","TK","FRM, LS, SKTX, TK"
"tacaid","a tack, tacket, Irish <i>taca</i>; from the English","","tacaid","english, from, irish, taca, tack, tacket","TKT","ANKLX, ANLX, ARX, FRM, TK, TKT"
"tacan","a while, short time; from tac.","","tacan","from, short, tac, time, while","TKN","AL, FRM, TK, TM, XRT"
"tacar","(<b>tàcar</b>, H.S.D.), provision, plenty, support, Irish <i>tacar</i>, a collection, gleaning, contrivance. Cf. Norse <i>taka</i>, income.","","tacar","cf, collect, contriv, glean, hsd, incom, irish, nors, plenti, provis, support, tacar, taka, tàcar","TKR","ANKM, ARX, KF, KLKT, KLN, KNTRF, NRS, PLNT, PRFS, SPRT, ST, TK, TKR"
"tachair","meet, happen, Manx <i>taghyrt</i>, to happen, an accident, Irish <i>tachair</i>, he arrived at; from to- and car, turn.","","tachair","accid, arriv, at, car, from, happen, he, irish, manx, meet, tachair, taghyrt, to, to-, turn","TKR","AKST, ARF, ARX, AT, FRM, H, HPN, KR, MNKS, MT, T, TKR, TRN, TRT"
"tàcharan","a ghost, yelling of a ghost, an orphan, Irish <i>tacharán</i>:","","tacharan, tàcharan","ghost, irish, of, orphan, tacharán, yell","TKRN","AF, AL, ARFN, ARX, KST, TKRN"
"tachas","itching, scratching, Irish <i>tochas</i>:","","tacha","irish, itch, scratch, tocha","TK","ARX, AX, SKX, TK, TX"
"tachd","choke, Irish <i>tachdaim</i>, Old Irish <i>tachtad</i>, angens. Stokes gives the root as <i>tak</i> and refers to it also Welsh <i>tagu</i> (and <i>ystagu</i>), choke, Cornish, Breton <i>taga</i>. Brugmann and Ascoli analyse <i>tachd</i> into <i>to-acht</i>, root <i>angh</i>, Latin <i>ango</i>, choke, Greek @G<i>a@'ghw</i>, English <i>anger</i>. Root <i>tak</i> as in Latin <i>tacere</i> (Prellwitz).","","tachd","a'ghw, also, analys, and, angen, anger, angh, ango, as, ascoli, breton, brugmann, choke, cornish, english, give, greek, in, into, irish, it, latin, old, prellwitz, refer, root, stoke, tacer, tachd, tachdaim, tachtad, taga, tagu, tak, to, to-acht, welsh, ystagu","TKT","AAK, ALS, ALT, ALX, AN, ANJN, ANJR, ANK, ANKLX, ANKN, ANKR, ANLS, ANLX, ANT, ARX, AS, ASKL, ASTK, AT, FLX, JF, KF, KRK, KRNX, LTN, PRKMN, PRLFX, PRLTS, PRTN, RFR, RT, STK, T, TK, TKT, TKTM, TKTT, TSR, XK"
"tachras","winding yarn, Irish <i>tocharais</i>, <i>tochardadh</i>, Middle Irish <i>tochartagh</i>: <i>*to-cert-</i>, root <i>qert</i>, wind, as in ceirtle.","","tachra","as, ceirtl, in, irish, middl, qert, root, to-cert-, tocharai, tochardadh, tochartagh, wind, yarn","TKR","AN, ANT, ARN, ARX, AS, FNT, KRT, MTL, RT, SRTL, TKR, TKRTK, TKRTT, TSRTT, TXR, TXRTK, TXRTT"
"tacsa, tacas","(Dial.), support, substance; cf. taic.","","taca, tacsa","cf, dial, substanc, support, taic","TK, TKS","KF, SPRT, SPSTNK, TK, TL"
"tàdh","a ledge, layer; cf. <i>spadh</i>.","","tadh, tàdh","cf, layer, ledg, spadh","TT","KF, LR, LTK, SPT"
"tadhal","frequenting, visiting, Irish <i>tadhall</i>, Old Irish <i>tadal</i>, dat. <i>tadíll</i>, inf. of <i>taidlim</i>, <i>doaidlibem</i>, visitabimus, <i>adall</i>, diverticulum: <!-- page 355 --> <i>*to-ad-ell</i>, form <i>*elnô</i> (Stokes), go, Middle Welsh <i>elwyfi</i>, iero, Cornish <i>yllyf</i>, eam, root <i>ela</i>, Latin <i>ambulare</i>, walk, Greek @G<i>e@'laúnw</i>, drive, proceed; likely also French <i>aller</i>, go.","","tadhal","355, adal, aller, also, ambular, cornish, dat, diverticulum, doaidlibem, drive, e'laúnw, eam, ela, elnô, elwyfi, form, french, frequent, go, greek, iero, inf, irish, latin, like, middl, of, old, page, proceed, root, stoke, tadal, tadhal, tadíll, taidlim, to-ad-el, visit, visitabimus, walk, welsh, yllyf","TTL","AALN, AF, AL, ALF, ALK, ALN, ALR, ALS, ALT, ALX, AM, AMPLR, ANF, AR, ARX, ATL, FLK, FLX, FRKNT, FRM, FRNK, FRNX, FST, FSTPMS, K, KRK, KRNX, LK, LTN, MTL, PJ, PK, PRST, RT, STK, TFRTKLM, TRF, TT, TTL, TTLM, TTLPM, TTTL"
"tadhal","goal, hail; from English <i>hail</i>.","","tadhal","english, from, goal, hail","TTL","ANKLX, ANLX, FRM, HL, KL"
"tagair","plead, Irish <i>tagair</i> (imper.), <i>tagraim</i>, Early Irish <i>tacraim</i>, Old Irish <i>tacre</i>, argumentum: <i>*to-ad-gar-</i>, root gar, as in goir, agair.","","tagair","agair, argumentum, as, earli, gar, goir, imper, in, irish, old, plead, root, tacr, tacraim, tagair, tagraim, to-ad-gar-","TKR","AKR, ALT, AMPR, AN, ARKMNTM, ARL, ARX, AS, KR, PLT, RT, TKR, TKRM, TTTKRR"
"tagh","choose, Irish <i>toghaim</i>, Old Irish <i>togu</i>, eligo, electio: <i>*to-gusô</i>, root gus, choose, taste; Latin <i>gusto</i>, taste; Greek @G<i>geúw</i>, taste; English <i>choose</i>.","","tagh","choos, electio, eligo, english, geúw, greek, gus, gusto, irish, latin, old, root, tast, to-gusô, toghaim, togu","T","ALK, ALKT, ALT, ANKLX, ANLX, ARX, J, KF, KRK, KS, KST, LTN, RT, TK, TKS, TM, TST, XS"
"taghairm","noise, echo, a mode of divination by listening to the noise of water cascades, Irish <i>toghairm</i>, summons, petition, Old Irish <i>togairm</i>, invocatio; from to- and gairm.","","taghairm","by, cascad, divin, echo, from, gairm, invocatio, irish, listen, mode, nois, of, old, petit, summon, to, to-, togairm, toghairm, water","TRM","AF, AK, ALT, ANFKT, ARX, ATR, AX, FRM, FTR, KRM, KSKT, LSTN, MT, N, NS, P, PTT, SMN, T, TFN, TKRM, TRM"
"taghan","the marten:","","taghan","marten","TN","MRTN"
"tagradh","ghost ( Suth. R.D.):","","tagradh","ghost, rd, suth","TKRT","KST, RT, S0, ST"
"taibhs, taibhse","an apparition, ghost, Irish <i>taibhse</i>, vision, ghost, Middle Irish <i>tadhbais</i>, phantasma, Old Irish <i>taidbse</i>, demonstratio, <i>tadbat</i>, demonstrat, <i>*tad-bat</i> or <i>*to-ad-bat</i>, root bat, show, see, speak, Indo-European <i>bhâ</i>, <i>bhan</i> as in bàn, q.v. Greek @G<i>fántasma</i>, English <i>phantasm</i>, and <i>phantom</i> are closely allied to the Gaelic","","taibh, taibhs","alli, apparit, are, as, bat, bhan, bhâ, bàn, close, demonstrat, demonstratio, english, fántasma, gaelic, ghost, greek, in, indo-european, irish, middl, old, or, phantasm, phantasma, phantom, qv, root, see, show, speak, tad-bat, tadbat, tadhbai, taibhs, taidbs, to, to-ad-bat, vision","TP, TPS","AL, ALT, AN, ANKLX, ANLX, ANTRPN, APRT, AR, ARX, AS, FNTM, FNTSM, FSN, FXN, KF, KLK, KLS, KRK, KST, MTL, P, PN, PT, RT, S, SPK, T, TMNSTRT, TPS, TTP, TTPS, TTPT, TTTPT, X, XF"
"taibid","a taunt; See teabaid.","","taibid","see, taunt, teabaid","TPT","S, TNT, TPT"
"taibse","propriety of speech: ""precision"", Early Irish <i>tepe</i>, cutting; See teabaid.","","taibs","cut, earli, irish, of, precis, proprieti, see, speech, teabaid, tepe","TPS","AF, ARL, ARX, KT, PRPRT, PRSS, S, SPK, SPX, TP, TPT"
"taic","support, proximity, Irish <i>taca</i>, prop, surety, fastening, <i>toice</i>, prop, wealth, <i>tacamhuil</i>, firm, aice, support, food, near, Middle Irish <i>aicc</i>, a bond, Early Irish <i>aicce</i>, relationship: <i>*akki-</i>, <i>*pakki-</i>, root <i>pak</i>, bind; Latin <i>paciscor</i>, agree, <i>pax</i>, peace; English fang, Gothic <i>fahan</i>, seize: Zend <i>paç</i>, bind. The root is a triplet -- <i>pak</i>, <i>pag</i>, <i>pagh</i> (Greek @G<i>pc/gnumi</i>, make fast, Latin <i>pango</i>, English <i>page</i>, etc.). Zimmer refers Early Irish <i>aicce</i> to the root of agus, aig.","","taic","--, agre, agus, aic, aicc, aig, akki-, bind, bond, earli, english, etc, fahan, fang, fast, fasten, firm, food, gothic, greek, irish, latin, make, middl, near, of, paciscor, pag, page, pagh, pak, pakki-, pango, pax, paç, pcgnumi, peac, prop, proxim, refer, relationship, root, seiz, support, sureti, taca, tacamhuil, to, toic, triplet, wealth, zend, zimmer","TK","AF, AK, AKR, AKS, AL0, ANKLX, ANLX, ARL, ARX, ATK, FHN, FLT, FNK, FRM, FST, FSTN, FT, K0K, KRK, KTK, LTN, MK, MTL, NR, P, PJ, PK, PKNM, PKS, PNK, PNT, PRKSM, PRP, PSSKR, RFR, RLXNXP, RT, SMR, SNT, SPRT, SRT, SS, T, TK, TKML, TRPLT"
